date	CO	O3	NO2
20160103	18.77	1.26	70.36
20160104	20.40	1.32	76.89
20160105	19.42	1.20	75.75
20160106	20.62	1.10	90.23
20160107	23.51	0.93	100.01
20160108	20.22	0.91	79.77
20160109	17.36	1.05	56.40
20160110	15.93	1.28	44.11
20160111	18.83	1.08	71.92
20160112	20.98	1.12	89.51
20160113	20.11	1.31	78.12
20160114	19.72	1.28	78.77
20160115	20.85	1.23	80.20
20160116	17.32	1.22	56.81
20160117	15.49	1.27	47.29
20160118	17.53	1.26	64.33
20160119	15.96	1.28	61.51
20160120	18.16	1.13	76.27
20160121	18.70	1.16	75.72
20160122	18.04	1.37	67.82
20160123	17.22	1.58	54.92
20160124	18.76	1.46	64.92
20160125	22.57	1.22	93.07
20160126	21.08	1.13	87.03
20160127	19.75	0.99	72.61
20160128	23.19	0.94	95.77
20160129	19.75	1.24	75.01
20160130	16.75	1.50	55.50
20160131	15.43	1.70	44.85
20160201	15.25	1.26	54.50
20160202	17.18	1.27	60.65
20160203	16.26	1.29	57.87
20160204	16.40	1.20	58.30
20160205	18.74	1.22	68.79
20160206	20.56	1.21	76.42
20160207	19.65	1.43	63.72
20160208	16.73	1.44	62.00
20160209	16.73	1.24	69.05
20160210	18.64	1.31	78.27
20160211	18.15	1.40	75.74
20160212	18.30	1.36	72.91
20160213	15.06	1.58	49.08
20160214	14.35	1.46	44.16
20160215	16.69	1.12	66.35
20160216	18.25	1.29	73.58
20160217	16.70	1.38	60.21
20160218	15.38	1.64	55.97
20160219	16.29	1.69	59.01
20160220	16.55	1.56	52.32
20160221	16.30	1.34	46.34
20160222	17.60	1.29	59.52
20160223	16.13	1.41	55.56
20160224	15.57	1.44	54.73
20160225	16.25	1.53	54.23
20160226	16.36	1.65	56.88
20160227	16.60	1.77	56.68
20160228	16.72	1.92	49.93
20160229	17.30	1.69	60.55
20160301	16.02	1.53	54.79
20160302	13.86	1.62	45.59
20160303	15.14	1.41	59.86
20160304	16.27	1.30	64.45
20160305	16.58	1.40	58.01
20160306	14.07	1.70	42.34
20160307	15.05	1.67	53.57
20160308	15.61	1.68	55.81
20160309	15.42	1.51	59.23
20160310	14.54	1.31	55.82
20160311	13.45	1.45	45.69
20160312	13.95	1.40	44.99
20160313	13.54	1.52	38.31
20160314	12.75	1.54	41.69
20160315	14.42	1.52	46.61
20160316	15.12	1.52	50.49
20160317	15.16	1.55	55.70
20160318	13.80	1.57	50.56
20160319	12.06	1.61	32.87
20160320	11.57	1.62	31.15
20160321	12.72	1.65	46.97
20160322	13.64	1.96	45.37
20160323	13.93	1.83	49.44
20160324	14.40	1.78	48.85
20160325	13.87	1.74	47.24
20160326	13.45	1.64	37.33
20160327	12.20	1.61	32.37
20160328	13.02	1.75	43.71
20160329	12.62	1.83	42.76
20160330	12.75	1.88	44.33
20160331	12.07	1.86	32.85
20160401	6.12	0.81	16.87
20160402	5.86	0.88	14.50
20160403	6.08	0.88	14.40
20160404	6.77	0.79	22.38
20160405	6.95	0.83	22.86
20160406	7.45	0.84	28.01
20160407	6.28	0.85	19.15
20160408	6.09	0.79	17.56
20160409	6.75	0.81	18.92
20160410	5.69	0.86	13.53
20160411	5.77	0.84	17.47
20160412	6.22	0.81	20.24
20160413	6.93	0.85	25.94
20160414	7.07	0.92	26.30
20160415	7.04	0.93	25.35
20160416	7.77	0.94	23.21
20160417	8.51	0.94	29.05
20160418	10.00	0.94	41.33
20160419	7.78	0.93	31.87
20160420	6.86	0.94	26.59
20160421	6.64	0.88	26.84
20160422	6.83	0.88	24.92
20160423	6.40	0.94	15.90
20160424	6.00	1.06	13.96
20160425	6.39	0.97	22.21
20160426	6.09	0.84	19.30
20160427	5.97	0.72	20.09
20160428	6.41	0.73	21.64
20160429	6.14	0.78	17.20
20160430	6.11	0.81	17.36
20160501	1.40	0.19	3.43
20160502	1.61	0.19	5.02
20160503	1.40	0.23	3.74
20160504	1.30	0.24	3.24
20160505	1.49	0.21	4.57
20160506	1.44	0.24	4.22
20160507	2.13	0.23	4.79
20160508	1.67	0.26	4.02
20160509	1.55	0.21	3.83
20160510	1.53	0.22	3.79
20160511	1.63	0.19	4.42
20160512	1.47	0.21	4.47
20160513	1.50	0.20	4.07
20160514	1.29	0.24	2.51
20160515	1.14	0.23	2.24
20160516	1.28	0.22	4.35
20160517	1.83	0.19	5.92
20160518	1.59	0.22	4.77
20160519	1.47	0.24	4.23
20160520	1.63	0.23	5.67
20160521	1.67	0.28	4.53
20160522	1.54	0.31	3.74
20160523	1.66	0.27	5.52
20160524	1.71	0.26	4.98
20160525	1.67	0.24	5.37
20160526	1.53	0.29	4.43
20160527	1.36	0.24	2.87
20160528	1.40	0.26	2.83
20160529	1.52	0.23	3.88
20160530	1.57	0.23	4.41
20160531	1.59	0.23	5.18
